"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jun 04 09:32:27 GMT 2022","Sat Jun 04 09:32:27 GMT 2022","0","test_conduit.Tests","test_01","TestConduit","","","test_tc_01","Regisztráció"
